	sub_id	agent	tau_gen	lambda_gen	interrupted	duration	n_tr	n_tr_b1	n_tr_b2	n_tr_b3	mean_tr_over_blocks	std_tr_over_blocks	n_tr_r1	n_tr_r2	n_tr_r3	n_tr_r4	n_tr_r5	n_tr_r6	n_tr_r7	n_tr_r8	n_tr_r9	n_tr_r10	n_val_actions	n_val_blocks	n_val_rounds	n_drills	p_drills	mean_drills	std_drills	n_steps	p_steps	n_drills_b1	n_drills_b2	n_drills_b3	mean_drills_b1	mean_drills_b2	mean_drills_b3	n_steps_b1	n_steps_b2	n_steps_b3	n_drills_r01	n_drills_r02	n_drills_r03	n_drills_r04	n_drills_r05	n_drills_r06	n_drills_r07	n_drills_r08	n_drills_r09	n_drills_r10	n_steps_r01	n_steps_r02	n_steps_r03	n_steps_r04	n_steps_r05	n_steps_r06	n_steps_r07	n_steps_r08	n_steps_r09	n_steps_r10	n_tr_giv_hides_0	n_tr_giv_hides_1	p_tr_giv_hides_0	p_tr_giv_hides_1	p_unv_if_drill	p_unv_if_step	p_visible_hide_giv_0.0_tr_disc	p_visible_hide_giv_1.0_tr_disc	n_tr_giv_hides_2	p_tr_giv_hides_2	n_tr_giv_hides_3	p_tr_giv_hides_3	n_tr_giv_hides_4	n_tr_giv_hides_5	p_tr_giv_hides_4	p_tr_giv_hides_5	n_tr_giv_hides_6	p_tr_giv_hides_6
3627	A3_rep-1_tau-325_lambda-300_part-26	A3	0.325	0.3	0	n/a	8.0	3.0	3.0	2.0	2.6666666666666665	0.4714045207910317	0.0	1.0	2.0	2.0	0.0	0.0	1.0	0.0	0.0	2.0	315	3	30	79	0.2507936507936508	0.2507936507936508	0.43346994764948027	236	0.7492063492063492	23	30	26	0.21495327102803738	0.297029702970297	0.24299065420560748	84	71	81	11	7	7	3	7	11	14	9	9	1	25	24	17	18	29	25	20	27	27	24	0.0	3.0	0.0	0.02631578947368421	1.2278481012658229	n/a	0.2558139534883721	0.25	2.0	0.03278688524590164	2.0	0.031746031746031744	1.0	n/a	0.022727272727272728	n/a	n/a	n/a
3628	A3_rep-1_tau-325_lambda-300_part-27	A3	0.325	0.3	0	n/a	11.0	3.0	5.0	3.0	3.6666666666666665	0.9428090415820634	0.0	1.0	3.0	1.0	0.0	2.0	1.0	1.0	1.0	1.0	289	3	30	65	0.22491349480968859	0.22491349480968859	0.4175253461314424	224	0.7750865051903114	23	18	24	0.21495327102803738	0.24	0.22429906542056074	84	57	83	13	8	2	5	10	7	7	2	10	1	23	25	15	20	26	13	24	33	21	24	0.0	3.0	0.0	0.1111111111111111	0.9846153846153847	n/a	0.44	0.36363636363636365	5.0	0.038461538461538464	1.0	0.02127659574468085	2.0	n/a	0.03508771929824561	n/a	n/a	n/a
3629	A3_rep-1_tau-325_lambda-300_part-28	A3	0.325	0.3	0	n/a	9.0	3.0	5.0	1.0	3.0	1.632993161855452	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	2.0	300	3	30	78	0.26	0.26	0.4386342439892262	222	0.74	25	19	34	0.23148148148148148	0.24675324675324675	0.2956521739130435	83	58	81	6	9	10	9	8	6	13	12	5	0	19	22	15	17	28	22	22	24	28	25	2.0	3.0	0.03636363636363636	0.034482758620689655	1.5128205128205128	n/a	0.5384615384615384	0.3333333333333333	2.0	0.05714285714285714	0.0	0.0	2.0	n/a	0.025	n/a	n/a	n/a
3630	A3_rep-1_tau-325_lambda-300_part-29	A3	0.325	0.3	0	n/a	10.0	4.0	3.0	3.0	3.3333333333333335	0.4714045207910317	3.0	0.0	1.0	2.0	0.0	0.0	1.0	0.0	1.0	2.0	305	3	30	79	0.25901639344262295	0.25901639344262295	0.43809462604624505	226	0.740983606557377	24	24	31	0.24742268041237114	0.24	0.28703703703703703	73	76	77	5	15	11	9	7	6	6	9	10	1	16	21	24	15	29	30	21	27	21	22	5.0	1.0	0.03676470588235294	0.025	1.1772151898734178	n/a	0.12727272727272726	0.2	1.0	0.015384615384615385	2.0	0.04	1.0	n/a	0.07142857142857142	n/a	n/a	n/a
3631	A3_rep-1_tau-325_lambda-300_part-3	A3	0.325	0.3	0	n/a	7.0	2.0	3.0	2.0	2.3333333333333335	0.4714045207910317	1.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0	1.0	1.0	313	3	30	77	0.24600638977635783	0.24600638977635783	0.430682302823741	236	0.7539936102236422	34	24	19	0.2956521739130435	0.24742268041237114	0.18811881188118812	81	73	82	7	10	14	4	8	5	11	8	10	0	19	26	22	21	28	19	23	28	23	27	0.0	2.0	0.0	0.05405405405405406	1.1818181818181819	n/a	0.6333333333333333	0.42857142857142855	2.0	0.029411764705882353	1.0	0.009345794392523364	1.0	1.0	0.05555555555555555	0.022222222222222223	n/a	n/a
3632	A3_rep-1_tau-325_lambda-300_part-30	A3	0.325	0.3	0	n/a	7.0	2.0	4.0	1.0	2.3333333333333335	1.247219128924647	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	319	3	30	75	0.23510971786833856	0.23510971786833856	0.42406737487362645	244	0.7648902821316614	23	24	28	0.2169811320754717	0.24242424242424243	0.24561403508771928	83	75	86	13	9	12	7	7	6	8	8	5	0	23	25	24	21	23	23	20	24	31	30	0.0	2.0	0.0	0.029411764705882353	1.2666666666666666	n/a	0.2222222222222222	0.2857142857142857	1.0	0.023255813953488372	2.0	0.016	2.0	n/a	0.03278688524590164	n/a	n/a	n/a
3633	A3_rep-1_tau-325_lambda-300_part-31	A3	0.325	0.3	0	n/a	6.0	0.0	5.0	1.0	2.0	2.160246899469287	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	327	3	30	88	0.2691131498470948	0.2691131498470948	0.44349888661243553	239	0.7308868501529052	32	20	36	0.26666666666666666	0.21505376344086022	0.3157894736842105	88	73	78	11	14	11	10	5	10	9	6	12	0	25	22	25	16	25	24	22	30	23	27	0.0	1.0	0.0	0.015384615384615385	1.6363636363636365	n/a	0.696969696969697	0.6666666666666666	1.0	0.012048192771084338	0.0	0.0	4.0	n/a	0.10526315789473684	n/a	n/a	n/a
3634	A3_rep-1_tau-325_lambda-300_part-32	A3	0.325	0.3	0	n/a	8.0	2.0	5.0	1.0	2.6666666666666665	1.699673171197595	1.0	1.0	2.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	321	3	30	72	0.22429906542056074	0.22429906542056074	0.4171198804564747	249	0.7757009345794392	27	22	23	0.2288135593220339	0.2619047619047619	0.19327731092436976	91	62	96	10	4	4	15	13	6	7	4	9	0	25	25	20	21	23	21	28	32	25	29	1.0	1.0	0.010869565217391304	0.02857142857142857	1.2083333333333333	n/a	0.3469387755102041	0.5	1.0	0.030303030303030304	5.0	0.031055900621118012	n/a	n/a	n/a	n/a	n/a	n/a
3635	A3_rep-1_tau-325_lambda-300_part-33	A3	0.325	0.3	0	n/a	11.0	4.0	3.0	4.0	3.6666666666666665	0.4714045207910317	2.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	3.0	2.0	290	3	30	89	0.30689655172413793	0.30689655172413793	0.46120609087909004	201	0.6931034482758621	27	36	26	0.2755102040816326	0.3564356435643564	0.2857142857142857	71	65	65	4	16	17	8	14	8	12	8	2	0	11	20	19	28	20	28	20	25	12	18	2.0	0.0	0.024691358024691357	0.0	1.3258426966292134	n/a	0.7254901960784313	0.6363636363636364	4.0	0.047058823529411764	0.0	0.0	5.0	n/a	0.05263157894736842	n/a	n/a	n/a
3636	A3_rep-1_tau-325_lambda-300_part-34	A3	0.325	0.3	0	n/a	6.0	2.0	2.0	2.0	2.0	0.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	317	3	30	74	0.2334384858044164	0.2334384858044164	0.42301886382259324	243	0.7665615141955836	23	26	25	0.21495327102803738	0.24528301886792453	0.2403846153846154	84	80	79	6	7	16	4	10	9	7	5	10	0	10	23	20	21	26	27	29	28	23	36	1.0	2.0	0.034482758620689655	0.02531645569620253	1.2567567567567568	n/a	0.34782608695652173	0.16666666666666666	0.0	0.0	2.0	0.031746031746031744	1.0	n/a	0.01694915254237288	n/a	n/a	n/a
3637	A3_rep-1_tau-325_lambda-300_part-35	A3	0.325	0.3	0	n/a	11.0	4.0	2.0	5.0	3.6666666666666665	1.247219128924647	2.0	1.0	1.0	2.0	1.0	0.0	1.0	1.0	1.0	1.0	285	3	30	60	0.21052631578947367	0.21052631578947367	0.40768245749551757	225	0.7894736842105263	25	20	15	0.26595744680851063	0.2	0.16483516483516483	69	80	76	7	6	6	5	12	9	5	4	5	1	15	27	28	16	16	27	23	25	21	27	5.0	2.0	0.0684931506849315	0.0392156862745098	1.0666666666666667	n/a	0.17391304347826086	0.2727272727272727	0.0	0.0	0.0	0.0	4.0	n/a	0.06451612903225806	n/a	n/a	n/a
3638	A3_rep-1_tau-325_lambda-300_part-36	A3	0.325	0.3	0	n/a	8.0	2.0	3.0	3.0	2.6666666666666665	0.4714045207910317	2.0	0.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	2.0	300	3	30	74	0.24666666666666667	0.24666666666666667	0.4310710176087256	226	0.7533333333333333	24	21	29	0.22641509433962265	0.21	0.30851063829787234	82	79	65	6	11	8	10	6	12	9	2	10	0	11	25	22	15	30	24	21	34	26	18	3.0	0.0	0.04285714285714286	0.0	1.1081081081081081	n/a	0.4642857142857143	0.375	2.0	0.02666666666666667	0.0	0.0	3.0	n/a	0.028037383177570093	n/a	n/a	n/a
3639	A3_rep-1_tau-325_lambda-300_part-37	A3	0.325	0.3	0	n/a	6.0	1.0	2.0	3.0	2.0	0.816496580927726	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	326	3	30	87	0.2668711656441718	0.2668711656441718	0.44232448111300915	239	0.7331288343558282	30	32	25	0.25210084033613445	0.3018867924528302	0.24752475247524752	89	74	76	6	11	8	6	11	11	13	11	9	1	19	21	24	30	25	25	23	25	23	24	2.0	1.0	0.06060606060606061	0.019230769230769232	1.3218390804597702	n/a	0.25	0.3333333333333333	0.0	0.0	0.0	0.0	1.0	2.0	0.016666666666666666	0.05405405405405406	n/a	n/a
3640	A3_rep-1_tau-325_lambda-300_part-38	A3	0.325	0.3	0	n/a	11.0	2.0	3.0	6.0	3.6666666666666665	1.699673171197595	1.0	1.0	1.0	1.0	1.0	0.0	0.0	2.0	1.0	3.0	292	3	30	82	0.2808219178082192	0.2808219178082192	0.4494006767760068	210	0.7191780821917808	29	26	27	0.25663716814159293	0.2857142857142857	0.3068181818181818	84	65	61	8	11	10	7	7	11	9	13	6	0	17	20	16	24	25	25	27	22	20	14	2.0	5.0	0.043478260869565216	0.06097560975609756	1.353658536585366	n/a	0.4339622641509434	0.36363636363636365	0.0	0.0	2.0	0.02	0.0	2.0	0.0	0.08	n/a	n/a
3641	A3_rep-1_tau-325_lambda-300_part-39	A3	0.325	0.3	0	n/a	5.0	2.0	1.0	2.0	1.6666666666666667	0.4714045207910317	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	1.0	330	3	30	85	0.25757575757575757	0.25757575757575757	0.4372990815049034	245	0.7424242424242424	29	33	23	0.25217391304347825	0.30275229357798167	0.2169811320754717	86	76	83	8	13	13	9	14	10	5	9	4	0	28	23	23	27	22	26	21	27	23	25	0.0	0.0	0.0	0.0	1.4	n/a	1.0	1.0	2.0	0.014492753623188406	1.0	0.018867924528301886	1.0	1.0	0.0625	0.047619047619047616	0.0	0.0
3642	A3_rep-1_tau-325_lambda-300_part-4	A3	0.325	0.3	0	n/a	11.0	1.0	5.0	5.0	3.6666666666666665	1.8856180831641267	1.0	0.0	2.0	2.0	1.0	0.0	1.0	1.0	1.0	2.0	299	3	30	64	0.2140468227424749	0.2140468227424749	0.4101594573045055	235	0.7859531772575251	33	15	16	0.28205128205128205	0.1744186046511628	0.16666666666666666	84	71	80	9	11	5	6	9	7	7	4	6	0	22	25	19	10	21	29	26	25	26	32	6.0	2.0	0.04838709677419355	0.1111111111111111	1.328125	n/a	0.0	0.0	2.0	0.021739130434782608	0.0	0.0	0.0	1.0	0.0	0.023809523809523808	n/a	n/a
3643	A3_rep-1_tau-325_lambda-300_part-40	A3	0.325	0.3	0	n/a	11.0	2.0	5.0	4.0	3.6666666666666665	1.247219128924647	2.0	0.0	1.0	1.0	2.0	1.0	1.0	1.0	0.0	2.0	307	3	30	83	0.2703583061889251	0.2703583061889251	0.44414490030121984	224	0.7296416938110749	26	25	32	0.23008849557522124	0.28735632183908044	0.29906542056074764	87	62	75	9	13	13	8	4	7	8	7	13	1	22	23	19	27	23	19	25	26	23	17	3.0	1.0	0.04477611940298507	0.0196078431372549	1.3132530120481927	n/a	0.20588235294117646	0.2727272727272727	1.0	0.06666666666666667	3.0	0.06818181818181818	3.0	0.0	0.029411764705882353	0.0	n/a	n/a
3644	A3_rep-1_tau-325_lambda-300_part-41	A3	0.325	0.3	0	n/a	9.0	3.0	4.0	2.0	3.0	0.816496580927726	2.0	0.0	1.0	2.0	0.0	0.0	1.0	0.0	2.0	1.0	285	3	30	74	0.2596491228070175	0.2596491228070175	0.43844207808165936	211	0.7403508771929824	30	14	30	0.28846153846153844	0.17721518987341772	0.29411764705882354	74	65	72	7	14	8	7	9	9	6	6	7	1	15	22	19	12	27	27	23	30	12	24	2.0	0.0	0.07407407407407407	0.0	1.364864864864865	n/a	0.6666666666666666	0.6666666666666666	1.0	0.020833333333333332	4.0	0.05128205128205128	2.0	n/a	0.017699115044247787	n/a	n/a	n/a
3645	A3_rep-1_tau-325_lambda-300_part-42	A3	0.325	0.3	0	n/a	7.0	1.0	2.0	4.0	2.3333333333333335	1.247219128924647	1.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	2.0	330	3	30	89	0.2696969696969697	0.2696969696969697	0.44380233689475035	241	0.7303030303030303	31	33	25	0.25833333333333336	0.3142857142857143	0.23809523809523808	89	72	80	15	9	14	8	6	5	9	11	12	0	15	25	22	28	24	26	27	25	24	25	0.0	4.0	0.0	0.032520325203252036	1.449438202247191	n/a	0.23404255319148937	0.2857142857142857	0.0	0.0	2.0	0.02040816326530612	1.0	n/a	0.07692307692307693	n/a	n/a	n/a
3646	A3_rep-1_tau-325_lambda-300_part-43	A3	0.325	0.3	0	n/a	9.0	2.0	5.0	2.0	3.0	1.4142135623730951	2.0	2.0	0.0	0.0	0.0	1.0	2.0	1.0	0.0	1.0	297	3	30	75	0.25252525252525254	0.25252525252525254	0.4344608720728599	222	0.7474747474747475	24	24	27	0.22857142857142856	0.27906976744186046	0.25471698113207547	81	62	79	7	6	9	9	8	8	10	8	8	2	12	18	27	27	28	18	21	20	28	23	3.0	2.0	0.06818181818181818	0.015037593984962405	1.2933333333333332	n/a	0.19444444444444445	0.1111111111111111	3.0	0.0375	1.0	0.025	n/a	n/a	n/a	n/a	n/a	n/a
3647	A3_rep-1_tau-325_lambda-300_part-44	A3	0.325	0.3	0	n/a	10.0	2.0	4.0	4.0	3.3333333333333335	0.9428090415820634	1.0	0.0	1.0	2.0	0.0	1.0	0.0	1.0	2.0	2.0	305	3	30	78	0.25573770491803277	0.25573770491803277	0.4362750636940988	227	0.7442622950819672	32	23	23	0.2909090909090909	0.24468085106382978	0.22772277227722773	78	71	78	9	11	12	5	6	9	8	8	9	1	21	25	20	18	30	24	28	20	24	17	0.0	5.0	0.0	0.03759398496240601	1.141025641025641	n/a	0.3090909090909091	0.3	0.0	0.0	4.0	0.08163265306122448	1.0	n/a	0.07692307692307693	n/a	n/a	n/a
3648	A3_rep-1_tau-325_lambda-300_part-45	A3	0.325	0.3	0	n/a	10.0	4.0	5.0	1.0	3.3333333333333335	1.699673171197595	0.0	0.0	1.0	2.0	0.0	2.0	1.0	1.0	1.0	2.0	318	3	30	90	0.2830188679245283	0.2830188679245283	0.4504655240118235	228	0.7169811320754716	31	22	37	0.28703703703703703	0.24175824175824176	0.31092436974789917	77	69	82	13	12	10	8	10	10	8	8	10	1	23	24	24	16	26	21	23	27	24	20	1.0	2.0	0.011764705882352941	0.03225806451612903	1.2222222222222223	n/a	0.3382352941176471	0.4	2.0	0.037037037037037035	4.0	0.06666666666666667	0.0	1.0	0.0	0.0196078431372549	n/a	n/a
3649	A3_rep-1_tau-325_lambda-300_part-46	A3	0.325	0.3	0	n/a	6.0	2.0	3.0	1.0	2.0	0.816496580927726	1.0	0.0	0.0	2.0	0.0	1.0	0.0	1.0	1.0	0.0	318	3	30	77	0.24213836477987422	0.24213836477987422	0.4283776103878479	241	0.7578616352201258	23	21	33	0.21100917431192662	0.22105263157894736	0.2894736842105263	86	74	81	8	14	8	4	5	5	12	11	10	0	17	22	28	15	31	21	24	21	26	36	1.0	0.0	0.009345794392523364	0.0	1.4805194805194806	n/a	0.0	0.16666666666666666	4.0	0.045454545454545456	1.0	0.04	0.0	0.0	0.0	0.0	n/a	n/a
3650	A3_rep-1_tau-325_lambda-300_part-47	A3	0.325	0.3	0	n/a	14.0	4.0	6.0	4.0	4.666666666666667	0.9428090415820634	0.0	2.0	2.0	1.0	2.0	2.0	1.0	2.0	1.0	1.0	275	3	30	60	0.21818181818181817	0.21818181818181817	0.4130115160582017	215	0.7818181818181819	27	19	14	0.24770642201834864	0.2835820895522388	0.1414141414141414	82	48	85	9	5	7	6	9	3	5	7	8	1	27	19	17	21	18	22	24	24	19	24	1.0	3.0	0.016129032258064516	0.06818181818181818	1.1666666666666667	n/a	0.391304347826087	0.35714285714285715	4.0	0.06153846153846154	3.0	0.08333333333333333	1.0	2.0	0.05555555555555555	0.04	n/a	n/a
3651	A3_rep-1_tau-325_lambda-300_part-48	A3	0.325	0.3	0	n/a	8.0	3.0	2.0	3.0	2.6666666666666665	0.4714045207910317	0.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	1.0	3.0	336	3	30	87	0.25892857142857145	0.25892857142857145	0.43804630614414575	249	0.7410714285714286	28	35	24	0.24778761061946902	0.30973451327433627	0.21818181818181817	85	78	86	9	8	7	10	13	9	8	11	11	1	27	28	27	25	23	26	28	25	20	20	1.0	1.0	0.015151515151515152	0.010416666666666666	1.3793103448275863	n/a	0.15625	0.125	1.0	0.020833333333333332	3.0	0.04838709677419355	1.0	1.0	0.018518518518518517	0.1	n/a	n/a
3652	A3_rep-1_tau-325_lambda-300_part-49	A3	0.325	0.3	0	n/a	9.0	1.0	6.0	2.0	3.0	2.160246899469287	2.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	2.0	290	3	30	72	0.2482758620689655	0.2482758620689655	0.43201268312733304	218	0.7517241379310344	29	18	25	0.2636363636363636	0.23076923076923078	0.24509803921568626	81	60	77	5	7	11	5	11	10	7	9	7	0	10	21	25	20	25	20	26	27	22	22	3.0	2.0	0.030612244897959183	0.023529411764705882	1.3194444444444444	n/a	0.41379310344827586	0.2222222222222222	4.0	0.07407407407407407	0.0	0.0	0.0	n/a	0.0	n/a	n/a	n/a
3653	A3_rep-1_tau-325_lambda-300_part-5	A3	0.325	0.3	0	n/a	9.0	3.0	4.0	2.0	3.0	0.816496580927726	1.0	0.0	0.0	0.0	0.0	1.0	2.0	2.0	1.0	2.0	305	3	30	90	0.29508196721311475	0.29508196721311475	0.45607959813913296	215	0.7049180327868853	22	30	38	0.21359223300970873	0.30927835051546393	0.3619047619047619	81	67	67	9	14	13	10	14	9	8	7	6	0	17	22	23	26	22	18	24	23	24	16	1.0	0.0	0.011494252873563218	0.0	1.3222222222222222	n/a	0.6363636363636364	0.6666666666666666	0.0	0.0	2.0	0.038461538461538464	2.0	2.0	0.058823529411764705	0.058823529411764705	2.0	0.14285714285714285
3654	A3_rep-1_tau-325_lambda-300_part-50	A3	0.325	0.3	0	n/a	10.0	2.0	5.0	3.0	3.3333333333333335	1.247219128924647	2.0	1.0	1.0	2.0	0.0	0.0	1.0	1.0	1.0	1.0	308	3	30	72	0.23376623376623376	0.23376623376623376	0.42322521394286555	236	0.7662337662337663	27	23	22	0.24545454545454545	0.25555555555555554	0.2037037037037037	83	67	86	6	7	12	4	12	11	6	7	6	1	20	22	22	23	24	25	21	29	20	30	1.0	1.0	0.023809523809523808	0.02040816326530612	1.3333333333333333	n/a	0.20689655172413793	0.3	7.0	0.07865168539325842	1.0	0.010526315789473684	0.0	n/a	0.0	n/a	n/a	n/a
3655	A3_rep-1_tau-325_lambda-300_part-6	A3	0.325	0.3	0	n/a	7.0	2.0	4.0	1.0	2.3333333333333335	1.247219128924647	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	333	3	30	82	0.24624624624624625	0.24624624624624625	0.43082366747415274	251	0.7537537537537538	28	29	25	0.23728813559322035	0.3020833333333333	0.21008403361344538	90	67	94	13	10	8	7	12	6	10	10	6	0	23	26	28	19	23	25	26	24	28	29	0.0	0.0	0.0	0.0	1.3414634146341464	n/a	0.6	0.7142857142857143	0.0	0.0	4.0	0.025157232704402517	3.0	n/a	0.0379746835443038	n/a	n/a	n/a
3656	A3_rep-1_tau-325_lambda-300_part-7	A3	0.325	0.3	0	n/a	15.0	5.0	4.0	6.0	5.0	0.816496580927726	3.0	2.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	265	3	30	65	0.24528301886792453	0.24528301886792453	0.4302548773959011	200	0.7547169811320755	24	22	19	0.25263157894736843	0.26506024096385544	0.21839080459770116	71	61	68	1	3	10	8	8	9	8	11	5	2	6	18	16	13	20	24	24	25	24	30	7.0	0.0	0.07142857142857142	0.0	1.2153846153846153	n/a	0.6285714285714286	0.4	3.0	0.04918032786885246	5.0	0.07352941176470588	n/a	n/a	n/a	n/a	n/a	n/a
3657	A3_rep-1_tau-325_lambda-300_part-8	A3	0.325	0.3	0	n/a	13.0	3.0	7.0	3.0	4.333333333333333	1.8856180831641267	2.0	1.0	1.0	1.0	0.0	1.0	2.0	1.0	1.0	3.0	282	3	30	70	0.24822695035460993	0.24822695035460993	0.4319841796550656	212	0.75177304964539	24	20	26	0.22429906542056074	0.24691358024691357	0.2765957446808511	83	61	68	7	9	7	6	13	5	9	9	5	0	16	20	19	23	23	25	23	23	30	10	3.0	7.0	0.04477611940298507	0.0707070707070707	1.042857142857143	n/a	0.07692307692307693	0.15384615384615385	0.0	0.0	1.0	0.03225806451612903	0.0	1.0	0.0	0.030303030303030304	1.0	0.05555555555555555
3658	A3_rep-1_tau-325_lambda-300_part-9	A3	0.325	0.3	0	n/a	9.0	2.0	4.0	3.0	3.0	0.816496580927726	2.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	1.0	1.0	306	3	30	73	0.238562091503268	0.238562091503268	0.4262044345157079	233	0.761437908496732	22	20	31	0.21359223300970873	0.2247191011235955	0.2719298245614035	81	69	83	7	8	4	13	11	5	11	9	5	0	15	28	13	23	25	21	25	27	31	25	2.0	2.0	0.05	0.02702702702702703	1.36986301369863	n/a	0.26666666666666666	0.2222222222222222	2.0	0.02247191011235955	3.0	0.03409090909090909	0.0	n/a	0.0	n/a	n/a	n/a
3659	A3_rep-1_tau-325_lambda-400_part-1	A3	0.325	0.4	0	n/a	8.0	3.0	3.0	2.0	2.6666666666666665	0.4714045207910317	2.0	0.0	1.0	0.0	0.0	1.0	2.0	1.0	0.0	1.0	308	3	30	70	0.22727272727272727	0.22727272727272727	0.4190702026042221	238	0.7727272727272727	19	26	25	0.18811881188118812	0.2708333333333333	0.22522522522522523	82	70	86	9	7	8	8	12	3	9	8	6	0	16	29	18	28	24	26	22	20	30	25	3.0	0.0	0.04918032786885246	0.0	1.1142857142857143	n/a	0.5555555555555556	0.5	1.0	0.038461538461538464	2.0	0.017391304347826087	2.0	n/a	0.06060606060606061	n/a	n/a	n/a
3660	A3_rep-1_tau-325_lambda-400_part-10	A3	0.325	0.4	0	n/a	10.0	5.0	5.0	0.0	3.3333333333333335	2.3570226039551585	1.0	2.0	1.0	0.0	0.0	2.0	1.0	1.0	1.0	1.0	310	3	30	75	0.24193548387096775	0.24193548387096775	0.42825542088231466	235	0.7580645161290323	25	24	26	0.25510204081632654	0.2608695652173913	0.21666666666666667	73	68	94	9	6	11	10	11	3	7	8	10	0	21	29	21	26	25	19	21	28	18	27	6.0	0.0	0.047619047619047616	0.0	1.36	n/a	0.0	0.0	4.0	0.056338028169014086	0.0	0.0	n/a	n/a	n/a	n/a	n/a	n/a
3661	A3_rep-1_tau-325_lambda-400_part-11	A3	0.325	0.4	0	n/a	7.0	1.0	4.0	2.0	2.3333333333333335	1.247219128924647	0.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	316	3	30	67	0.2120253164556962	0.2120253164556962	0.4087426838948412	249	0.7879746835443038	25	17	25	0.22321428571428573	0.18478260869565216	0.22321428571428573	87	75	87	10	6	4	9	9	5	6	9	8	1	26	22	21	27	27	23	30	27	19	27	3.0	0.0	0.023622047244094488	0.0	1.1940298507462686	n/a	0.24242424242424243	0.2857142857142857	2.0	0.023809523809523808	2.0	0.05263157894736842	n/a	n/a	n/a	n/a	n/a	n/a
3662	A3_rep-1_tau-325_lambda-400_part-12	A3	0.325	0.4	0	n/a	6.0	1.0	4.0	1.0	2.0	1.4142135623730951	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	332	3	30	78	0.23493975903614459	0.23493975903614459	0.4239611640942869	254	0.7650602409638554	31	20	27	0.2605042016806723	0.21052631578947367	0.2288135593220339	88	75	91	10	6	10	11	10	6	10	7	7	1	26	24	26	25	26	20	26	29	29	23	1.0	2.0	0.016129032258064516	0.01904761904761905	1.294871794871795	n/a	0.2631578947368421	0.3333333333333333	2.0	0.022222222222222223	0.0	0.0	1.0	n/a	0.013888888888888888	n/a	n/a	n/a
3663	A3_rep-1_tau-325_lambda-400_part-13	A3	0.325	0.4	0	n/a	12.0	4.0	6.0	2.0	4.0	1.632993161855452	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	0.0	2.0	301	3	30	72	0.23920265780730898	0.23920265780730898	0.4265967021734092	229	0.760797342192691	30	22	20	0.2608695652173913	0.30985915492957744	0.17391304347826086	85	49	95	11	11	3	6	13	7	4	3	14	0	21	22	22	20	22	20	24	32	22	24	1.0	1.0	0.023255813953488372	0.0625	1.5694444444444444	n/a	0.273972602739726	0.25	5.0	0.033112582781456956	5.0	0.054945054945054944	n/a	n/a	n/a	n/a	n/a	n/a
3664	A3_rep-1_tau-325_lambda-400_part-14	A3	0.325	0.4	0	n/a	7.0	1.0	3.0	3.0	2.3333333333333335	0.9428090415820634	0.0	1.0	2.0	1.0	2.0	0.0	0.0	0.0	1.0	0.0	315	3	30	72	0.22857142857142856	0.22857142857142856	0.4199125273342591	243	0.7714285714285715	28	24	20	0.25	0.24742268041237114	0.18867924528301888	84	73	86	9	11	5	6	9	7	11	6	8	0	27	23	13	19	18	29	25	30	23	36	0.0	2.0	0.0	0.02	1.1944444444444444	n/a	0.09375	0.2857142857142857	3.0	0.04	1.0	0.013888888888888888	1.0	n/a	0.02127659574468085	n/a	n/a	n/a
3665	A3_rep-1_tau-325_lambda-400_part-15	A3	0.325	0.4	0	n/a	8.0	1.0	4.0	3.0	2.6666666666666665	1.247219128924647	2.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	300	3	30	80	0.26666666666666666	0.26666666666666666	0.44221663871405337	220	0.7333333333333333	24	31	25	0.22018348623853212	0.34444444444444444	0.24752475247524752	85	59	76	3	3	8	18	8	12	11	8	8	1	13	22	28	18	28	24	25	25	20	17	4.0	0.0	0.04938271604938271	0.0	1.475	n/a	0.39285714285714285	0.375	0.0	0.0	1.0	0.02857142857142857	0.0	3.0	0.0	0.09375	n/a	n/a
