	sub_id	agent	tau_gen	lambda_gen	interrupted	duration	n_tr	n_tr_b1	n_tr_b2	n_tr_b3	mean_tr_over_blocks	std_tr_over_blocks	n_tr_r1	n_tr_r2	n_tr_r3	n_tr_r4	n_tr_r5	n_tr_r6	n_tr_r7	n_tr_r8	n_tr_r9	n_tr_r10	n_val_actions	n_val_blocks	n_val_rounds	n_drills	p_drills	mean_drills	std_drills	n_steps	p_steps	n_drills_b1	n_drills_b2	n_drills_b3	mean_drills_b1	mean_drills_b2	mean_drills_b3	n_steps_b1	n_steps_b2	n_steps_b3	n_drills_r01	n_drills_r02	n_drills_r03	n_drills_r04	n_drills_r05	n_drills_r06	n_drills_r07	n_drills_r08	n_drills_r09	n_drills_r10	n_steps_r01	n_steps_r02	n_steps_r03	n_steps_r04	n_steps_r05	n_steps_r06	n_steps_r07	n_steps_r08	n_steps_r09	n_steps_r10	n_tr_giv_hides_0	n_tr_giv_hides_1	n_tr_giv_hides_2	n_tr_giv_hides_3	p_tr_giv_hides_0	p_tr_giv_hides_1	p_tr_giv_hides_2	p_tr_giv_hides_3	p_unv_if_drill	p_unv_if_step	p_visible_hide_giv_0.0_tr_disc	p_visible_hide_giv_1.0_tr_disc	n_tr_giv_hides_4	n_tr_giv_hides_5	p_tr_giv_hides_4	p_tr_giv_hides_5	n_tr_giv_hides_6	p_tr_giv_hides_6
843	A3_rep-1_tau-1600_lambda-300_part-6	A3	1.6	0.3	0	n/a	3.0	1.0	1.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	337	3	30	74	0.2195845697329377	0.2195845697329377	0.41396519958583267	263	0.7804154302670623	25	24	25	0.21367521367521367	0.21621621621621623	0.22935779816513763	92	87	84	3	13	8	3	9	9	8	9	9	3	19	23	28	33	27	27	28	27	27	24	2.0	0.0	1.0	0.0	0.020618556701030927	0.0	0.013333333333333334	0.0	1.4594594594594594	n/a	0.0	0.0	n/a	n/a	n/a	n/a	n/a	n/a
844	A3_rep-1_tau-1600_lambda-300_part-7	A3	1.6	0.3	0	n/a	6.0	1.0	4.0	1.0	2.0	1.4142135623730951	2.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	314	3	30	70	0.2229299363057325	0.2229299363057325	0.4162117007058482	244	0.7770700636942676	26	21	23	0.23853211009174313	0.22105263157894736	0.20909090909090908	83	74	87	5	12	7	9	8	4	12	6	5	2	10	24	27	27	28	23	24	30	24	27	1.0	1.0	1.0	3.0	0.013888888888888888	0.009708737864077669	0.018518518518518517	0.03614457831325301	1.2	n/a	0.75	0.5	0.0	n/a	0.0	n/a	n/a	n/a
845	A3_rep-1_tau-1600_lambda-300_part-8	A3	1.6	0.3	0	n/a	5.0	0.0	3.0	2.0	1.6666666666666667	1.247219128924647	0.0	0.0	1.0	2.0	0.0	0.0	0.0	1.0	1.0	0.0	328	3	30	83	0.2530487804878049	0.2530487804878049	0.43475866314708395	245	0.7469512195121951	29	31	23	0.24166666666666667	0.30392156862745096	0.2169811320754717	91	71	83	8	9	7	5	6	8	8	15	9	8	28	27	19	16	30	28	28	21	20	28	2.0	1.0	1.0	0.0	0.017699115044247787	0.009433962264150943	0.015873015873015872	0.0	1.5180722891566265	n/a	0.0	0.0	1.0	0.0	0.14285714285714285	0.0	n/a	n/a
846	A3_rep-1_tau-1600_lambda-300_part-9	A3	1.6	0.3	0	n/a	8.0	3.0	3.0	2.0	2.6666666666666665	0.4714045207910317	2.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	2.0	1.0	303	3	30	69	0.22772277227722773	0.22772277227722773	0.41936274424846276	234	0.7722772277227723	29	20	20	0.27884615384615385	0.20618556701030927	0.19607843137254902	75	77	82	4	10	9	7	12	5	8	6	4	4	10	26	27	29	24	29	24	29	15	21	2.0	0.0	1.0	1.0	0.029850746268656716	0.0	0.020833333333333332	0.01639344262295082	1.4202898550724639	n/a	0.5483870967741935	0.375	4.0	n/a	0.07407407407407407	n/a	n/a	n/a
847	A3_rep-1_tau-1600_lambda-500_part-0	A3	1.6	0.5	0	n/a	7.0	2.0	4.0	1.0	2.3333333333333335	1.247219128924647	3.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	319	3	30	88	0.27586206896551724	0.27586206896551724	0.44694763437295587	231	0.7241379310344828	34	27	27	0.3008849557522124	0.2872340425531915	0.24107142857142858	79	67	85	6	10	11	11	15	6	3	11	9	6	10	26	25	21	21	30	33	25	17	23	2.0	3.0	0.0	2.0	0.018867924528301886	0.041666666666666664	0.0	0.0392156862745098	1.6022727272727273	n/a	0.027777777777777776	0.14285714285714285	n/a	n/a	n/a	n/a	n/a	n/a
848	A3_rep-1_tau-1600_lambda-500_part-1	A3	1.6	0.5	0	n/a	4.0	2.0	1.0	1.0	1.3333333333333333	0.4714045207910317	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	335	3	30	72	0.21492537313432836	0.21492537313432836	0.41077056505718385	263	0.7850746268656716	29	22	21	0.25663716814159293	0.2018348623853211	0.18584070796460178	84	87	92	6	9	7	6	12	6	5	8	8	5	23	24	29	19	24	30	27	28	28	31	1.0	1.0	1.0	1.0	0.038461538461538464	0.014285714285714285	0.015151515151515152	0.010416666666666666	1.5555555555555556	n/a	0.42105263157894735	0.5	0.0	n/a	0.0	n/a	n/a	n/a
849	A3_rep-1_tau-1600_lambda-500_part-10	A3	1.6	0.5	0	n/a	5.0	2.0	1.0	2.0	1.6666666666666667	0.4714045207910317	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	322	3	30	82	0.2546583850931677	0.2546583850931677	0.43566901656522194	240	0.7453416149068323	21	35	26	0.20588235294117646	0.3211009174311927	0.23423423423423423	81	74	85	7	4	7	9	11	9	11	12	6	6	18	20	29	27	25	27	25	24	26	19	2.0	1.0	1.0	0.0	0.014705882352941176	0.015384615384615385	0.01694915254237288	0.0	1.7195121951219512	n/a	0.0	0.0	1.0	0.0	0.021739130434782608	0.0	n/a	n/a
850	A3_rep-1_tau-1600_lambda-500_part-2	A3	1.6	0.5	0	n/a	7.0	2.0	3.0	2.0	2.3333333333333335	0.4714045207910317	2.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0	1.0	0.0	309	3	30	61	0.19741100323624594	0.19741100323624594	0.3980450967384284	248	0.8025889967637541	29	10	22	0.2761904761904762	0.10638297872340426	0.2	76	84	88	0	7	8	2	11	8	6	9	7	3	16	29	17	34	25	23	25	27	19	33	2.0	2.0	0.0	1.0	0.022727272727272728	0.044444444444444446	0.0	0.011627906976744186	1.540983606557377	n/a	0.6153846153846154	0.2857142857142857	2.0	n/a	0.047619047619047616	n/a	n/a	n/a
851	A3_rep-1_tau-1600_lambda-500_part-3	A3	1.6	0.5	0	n/a	8.0	3.0	1.0	4.0	2.6666666666666665	1.247219128924647	2.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	317	3	30	80	0.25236593059936907	0.25236593059936907	0.4343700814651989	237	0.7476340694006309	23	36	21	0.22772277227722773	0.3025210084033613	0.21649484536082475	78	83	76	3	6	5	9	12	9	11	14	9	2	16	24	25	27	24	27	23	22	18	31	2.0	3.0	2.0	1.0	0.019417475728155338	0.030927835051546393	0.028169014084507043	0.030303030303030304	1.5875	n/a	0.24444444444444444	0.25	0.0	n/a	0.0	n/a	n/a	n/a
852	A3_rep-1_tau-1600_lambda-500_part-4	A3	1.6	0.5	0	n/a	5.0	1.0	3.0	1.0	1.6666666666666667	0.9428090415820634	2.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	320	3	30	65	0.203125	0.203125	0.40232478717449166	255	0.796875	19	22	24	0.1743119266055046	0.22	0.21621621621621623	90	78	87	1	8	5	5	10	10	9	9	5	3	15	28	25	31	26	26	24	27	31	22	2.0	0.0	1.0	2.0	0.04081632653061224	0.0	0.018518518518518517	0.02	1.2923076923076924	n/a	0.0	0.0	0.0	n/a	0.0	n/a	n/a	n/a
853	A3_rep-1_tau-1600_lambda-500_part-5	A3	1.6	0.5	0	n/a	6.0	3.0	1.0	2.0	2.0	0.816496580927726	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	338	3	30	82	0.24260355029585798	0.24260355029585798	0.42865728464555813	256	0.757396449704142	25	31	26	0.22321428571428573	0.2767857142857143	0.22807017543859648	87	81	88	4	8	7	8	11	10	8	14	5	7	27	26	29	28	25	26	28	22	16	29	3.0	1.0	0.0	2.0	0.023255813953488372	0.008695652173913044	0.0	0.03125	1.4390243902439024	n/a	0.1590909090909091	0.16666666666666666	n/a	n/a	n/a	n/a	n/a	n/a
854	A3_rep-1_tau-1600_lambda-500_part-6	A3	1.6	0.5	0	n/a	6.0	1.0	4.0	1.0	2.0	1.4142135623730951	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	332	3	30	77	0.2319277108433735	0.2319277108433735	0.4220630850789086	255	0.7680722891566265	22	25	30	0.18487394957983194	0.26881720430107525	0.25	97	68	90	12	9	9	8	8	7	14	3	3	4	24	27	24	28	28	20	22	33	23	26	0.0	0.0	1.0	2.0	0.0	0.0	0.02	0.0273972602739726	1.5324675324675325	n/a	0.3684210526315789	0.5	0.0	3.0	0.0	0.04285714285714286	n/a	n/a
855	A3_rep-1_tau-1600_lambda-500_part-7	A3	1.6	0.5	0	n/a	9.0	2.0	4.0	3.0	3.0	0.816496580927726	2.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	2.0	0.0	287	3	30	64	0.2229965156794425	0.2229965156794425	0.4162560145802949	223	0.7770034843205574	21	18	25	0.19626168224299065	0.21686746987951808	0.25773195876288657	86	65	72	2	13	6	7	6	6	7	11	2	4	12	23	19	23	27	20	27	25	15	32	4.0	2.0	1.0	2.0	0.056338028169014086	0.022222222222222223	0.029411764705882353	0.03508771929824561	1.34375	n/a	0.34615384615384615	0.1111111111111111	0.0	n/a	0.0	n/a	n/a	n/a
856	A3_rep-1_tau-1600_lambda-500_part-8	A3	1.6	0.5	0	n/a	7.0	2.0	4.0	1.0	2.3333333333333335	1.247219128924647	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	2.0	0.0	314	3	30	81	0.25796178343949044	0.25796178343949044	0.43751285892440683	233	0.7420382165605095	33	25	23	0.29464285714285715	0.2717391304347826	0.20909090909090908	79	67	87	10	12	4	11	10	8	14	8	1	3	16	19	21	25	26	20	22	28	23	33	3.0	2.0	1.0	1.0	0.03571428571428571	0.07407407407407407	0.013333333333333334	0.014285714285714285	1.7777777777777777	n/a	0.45161290322580644	0.2857142857142857	0.0	0.0	0.0	0.0	n/a	n/a
857	A3_rep-1_tau-1600_lambda-500_part-9	A3	1.6	0.5	0	n/a	7.0	1.0	4.0	2.0	2.3333333333333335	1.247219128924647	2.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	310	3	30	68	0.21935483870967742	0.21935483870967742	0.413809489311602	242	0.7806451612903226	23	20	25	0.20909090909090908	0.2247191011235955	0.22522522522522523	87	69	86	6	5	8	10	6	7	3	8	9	6	18	31	17	26	30	20	26	28	27	19	2.0	2.0	3.0	n/a	0.03333333333333333	0.01834862385321101	0.02127659574468085	n/a	1.5441176470588236	n/a	0.14814814814814814	0.14285714285714285	n/a	n/a	n/a	n/a	n/a	n/a
858	A3_rep-1_tau-1600_lambda-700_part-0	A3	1.6	0.7	0	n/a	6.0	2.0	3.0	1.0	2.0	0.816496580927726	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	317	3	30	78	0.24605678233438485	0.24605678233438485	0.43071201771210654	239	0.7539432176656151	28	23	27	0.25	0.23958333333333334	0.24770642201834864	84	73	82	4	11	10	12	9	8	9	4	7	4	21	25	16	24	27	21	25	25	29	26	1.0	1.0	2.0	2.0	0.021739130434782608	0.008064516129032258	0.018518518518518517	0.05128205128205128	1.6282051282051282	n/a	0.6086956521739131	0.3333333333333333	n/a	n/a	n/a	n/a	n/a	n/a
859	A3_rep-1_tau-1600_lambda-700_part-1	A3	1.6	0.7	0	n/a	8.0	2.0	3.0	3.0	2.6666666666666665	0.4714045207910317	1.0	1.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	313	3	30	80	0.25559105431309903	0.25559105431309903	0.43619292436743795	233	0.744408945686901	30	24	26	0.2608695652173913	0.2727272727272727	0.23636363636363636	85	64	84	10	10	3	9	12	6	10	11	7	2	25	25	20	27	24	20	22	25	29	16	2.0	3.0	2.0	1.0	0.02666666666666667	0.047619047619047616	0.015748031496062992	0.020833333333333332	1.6875	n/a	0.21951219512195122	0.125	n/a	n/a	n/a	n/a	n/a	n/a
860	A3_rep-1_tau-1600_lambda-700_part-10	A3	1.6	0.7	0	n/a	7.0	3.0	3.0	1.0	2.3333333333333335	0.9428090415820634	0.0	1.0	1.0	2.0	1.0	0.0	1.0	0.0	1.0	0.0	318	3	30	74	0.23270440251572327	0.23270440251572327	0.42255539703750505	244	0.7672955974842768	25	21	28	0.2358490566037736	0.21875	0.2413793103448276	81	75	88	13	6	6	4	10	6	9	10	5	5	23	26	25	19	24	30	19	26	21	31	5.0	2.0	0.0	n/a	0.03546099290780142	0.014388489208633094	0.0	n/a	1.4324324324324325	n/a	0.0	0.0	n/a	n/a	n/a	n/a	n/a	n/a
861	A3_rep-1_tau-1600_lambda-700_part-2	A3	1.6	0.7	0	n/a	9.0	3.0	5.0	1.0	3.0	1.632993161855452	1.0	0.0	1.0	1.0	0.0	1.0	0.0	2.0	0.0	3.0	305	3	30	60	0.19672131147540983	0.19672131147540983	0.3975198574748243	245	0.8032786885245902	22	10	28	0.205607476635514	0.12658227848101267	0.23529411764705882	85	69	91	7	10	8	7	6	3	8	4	7	0	18	26	17	18	30	23	28	26	29	30	6.0	1.0	2.0	n/a	0.041666666666666664	0.008620689655172414	0.044444444444444446	n/a	1.55	n/a	0.25	0.1111111111111111	n/a	n/a	n/a	n/a	n/a	n/a
862	A3_rep-1_tau-1600_lambda-700_part-3	A3	1.6	0.7	0	n/a	6.0	1.0	1.0	4.0	2.0	1.4142135623730951	1.0	0.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	1.0	330	3	30	80	0.24242424242424243	0.24242424242424243	0.42854956435548336	250	0.7575757575757576	30	27	23	0.26548672566371684	0.23893805309734514	0.22115384615384615	83	86	81	10	6	11	12	11	5	7	5	8	5	17	30	24	24	25	17	29	31	28	25	3.0	2.0	1.0	0.0	0.022222222222222223	0.017391304347826087	0.024390243902439025	0.0	1.5	n/a	0.1111111111111111	0.16666666666666666	n/a	n/a	n/a	n/a	n/a	n/a
863	A3_rep-1_tau-1600_lambda-700_part-4	A3	1.6	0.7	0	n/a	10.0	3.0	4.0	3.0	3.3333333333333335	0.4714045207910317	3.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	289	3	30	67	0.23183391003460208	0.23183391003460208	0.4220034931048203	222	0.7681660899653979	20	15	32	0.1941747572815534	0.17647058823529413	0.31683168316831684	83	70	69	4	8	9	2	11	15	3	6	6	3	10	24	16	23	25	21	28	27	22	26	6.0	3.0	1.0	n/a	0.05263157894736842	0.02608695652173913	0.016666666666666666	n/a	1.5522388059701493	n/a	0.10256410256410256	0.1	n/a	n/a	n/a	n/a	n/a	n/a
864	A3_rep-1_tau-1600_lambda-700_part-5	A3	1.6	0.7	0	n/a	8.0	2.0	4.0	2.0	2.6666666666666665	0.9428090415820634	2.0	0.0	0.0	0.0	2.0	1.0	0.0	1.0	1.0	1.0	324	3	30	74	0.22839506172839505	0.22839506172839505	0.41979847249183466	250	0.7716049382716049	18	26	30	0.1565217391304348	0.26	0.27522935779816515	97	74	79	7	7	11	7	2	10	10	9	9	2	17	29	25	29	33	22	26	24	17	28	2.0	5.0	0.0	1.0	0.023529411764705882	0.026737967914438502	0.0	0.029411764705882353	1.5675675675675675	n/a	0.0	0.0	n/a	n/a	n/a	n/a	n/a	n/a
865	A3_rep-1_tau-1600_lambda-700_part-6	A3	1.6	0.7	0	n/a	8.0	1.0	5.0	2.0	2.6666666666666665	1.699673171197595	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	312	3	30	62	0.1987179487179487	0.1987179487179487	0.3990352435252799	250	0.8012820512820513	15	24	23	0.13392857142857142	0.2696629213483146	0.2072072072072072	97	65	88	4	11	6	5	8	5	9	8	5	1	26	25	28	22	28	27	19	28	23	24	1.0	6.0	1.0	0.0	0.014492753623188406	0.03468208092485549	0.024390243902439025	0.0	1.3548387096774193	n/a	0.0	0.0	n/a	n/a	n/a	n/a	n/a	n/a
866	A3_rep-1_tau-1600_lambda-700_part-7	A3	1.6	0.7	0	n/a	9.0	2.0	3.0	4.0	3.0	0.816496580927726	2.0	1.0	0.0	1.0	1.0	2.0	0.0	1.0	0.0	1.0	297	3	30	68	0.22895622895622897	0.22895622895622897	0.4201610098264376	229	0.7710437710437711	31	17	20	0.27927927927927926	0.17346938775510204	0.22727272727272727	80	81	68	5	12	9	3	5	8	9	3	11	3	12	20	27	22	22	17	27	32	25	25	3.0	2.0	1.0	3.0	0.06521739130434782	0.02564102564102564	0.014925373134328358	0.02830188679245283	1.5735294117647058	n/a	0.2777777777777778	0.1111111111111111	n/a	n/a	n/a	n/a	n/a	n/a
867	A3_rep-1_tau-1600_lambda-700_part-8	A3	1.6	0.7	0	n/a	10.0	2.0	4.0	4.0	3.3333333333333335	0.9428090415820634	3.0	0.0	2.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	291	3	30	60	0.20618556701030927	0.20618556701030927	0.4045652962958471	231	0.7938144329896907	19	17	24	0.19	0.18478260869565216	0.24242424242424243	81	75	75	5	8	5	4	13	6	7	4	5	3	12	28	17	21	20	24	29	32	24	24	4.0	2.0	0.0	2.0	0.0547945205479452	0.07407407407407407	0.0	0.021739130434782608	1.35	n/a	0.17073170731707318	0.2	2.0	0.0	0.03571428571428571	0.0	n/a	n/a
868	A3_rep-1_tau-1600_lambda-700_part-9	A3	1.6	0.7	0	n/a	5.0	0.0	3.0	2.0	1.6666666666666667	1.247219128924647	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	338	3	30	70	0.20710059171597633	0.20710059171597633	0.40522825250328837	268	0.7928994082840237	23	22	25	0.19166666666666668	0.21359223300970873	0.21739130434782608	97	81	90	7	10	10	5	11	3	8	7	7	2	26	24	26	24	25	23	28	29	29	34	2.0	1.0	1.0	1.0	0.020833333333333332	0.00819672131147541	0.0125	0.034482758620689655	1.5142857142857142	n/a	0.36363636363636365	0.4	0.0	n/a	0.0	n/a	n/a	n/a
869	A3_rep-1_tau-1600_lambda-900_part-0	A3	1.6	0.9	0	n/a	4.0	1.0	3.0	0.0	1.3333333333333333	1.247219128924647	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	337	3	30	66	0.19584569732937684	0.19584569732937684	0.39685029944167477	271	0.8041543026706232	18	25	23	0.15126050420168066	0.25510204081632654	0.19166666666666668	101	73	97	7	7	5	9	10	5	9	8	6	0	29	29	31	27	26	21	27	27	29	25	0.0	1.0	3.0	n/a	0.0	0.006896551724137931	0.01910828025477707	n/a	1.7121212121212122	n/a	0.47619047619047616	0.25	n/a	n/a	n/a	n/a	n/a	n/a
870	A3_rep-1_tau-1600_lambda-900_part-1	A3	1.6	0.9	0	n/a	7.0	2.0	3.0	2.0	2.3333333333333335	0.4714045207910317	2.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	299	3	30	53	0.17725752508361203	0.17725752508361203	0.38188649476623904	246	0.822742474916388	20	13	20	0.2	0.13402061855670103	0.19607843137254902	80	84	82	2	8	5	3	5	7	10	5	3	5	12	28	21	30	31	19	26	22	26	31	2.0	3.0	1.0	1.0	0.03278688524590164	0.018292682926829267	0.022727272727272728	0.03333333333333333	1.2452830188679245	n/a	0.75	0.2857142857142857	n/a	n/a	n/a	n/a	n/a	n/a
871	A3_rep-1_tau-1600_lambda-900_part-10	A3	1.6	0.9	0	n/a	6.0	1.0	2.0	3.0	2.0	0.816496580927726	1.0	0.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0	326	3	30	74	0.22699386503067484	0.22699386503067484	0.41888858932789114	252	0.7730061349693251	26	28	20	0.22033898305084745	0.2616822429906542	0.19801980198019803	92	79	81	2	10	8	6	9	8	7	8	12	4	28	26	28	24	20	18	24	28	24	32	1.0	2.0	1.0	2.0	0.012987012987012988	0.03076923076923077	0.007751937984496124	0.03636363636363636	1.472972972972973	n/a	0.03125	0.16666666666666666	n/a	n/a	n/a	n/a	n/a	n/a
872	A3_rep-1_tau-1600_lambda-900_part-2	A3	1.6	0.9	0	n/a	11.0	2.0	5.0	4.0	3.6666666666666665	1.247219128924647	1.0	0.0	0.0	2.0	0.0	1.0	1.0	0.0	3.0	3.0	293	3	30	66	0.22525597269624573	0.22525597269624573	0.4177507863079541	227	0.7747440273037542	30	16	20	0.26785714285714285	0.17777777777777778	0.21978021978021978	82	74	71	6	7	12	6	5	8	7	6	8	1	19	29	24	26	31	18	24	30	18	8	2.0	0.0	5.0	2.0	0.028169014084507043	0.0	0.04	0.08695652173913043	1.621212121212121	n/a	0.48148148148148145	0.36363636363636365	0.0	0.0	0.0	0.0	2.0	0.07407407407407407
873	A3_rep-1_tau-1600_lambda-900_part-3	A3	1.6	0.9	0	n/a	11.0	4.0	2.0	5.0	3.6666666666666665	1.247219128924647	2.0	1.0	0.0	2.0	0.0	0.0	2.0	1.0	1.0	2.0	323	3	30	77	0.23839009287925697	0.23839009287925697	0.4260988811253512	246	0.7616099071207431	24	25	28	0.23529411764705882	0.21551724137931033	0.26666666666666666	78	91	77	9	8	8	4	13	10	10	7	8	0	14	22	28	29	23	26	23	26	27	28	6.0	1.0	1.0	1.0	0.047244094488188976	0.010638297872340425	0.03571428571428571	0.045454545454545456	1.6493506493506493	n/a	0.2976190476190476	0.2727272727272727	0.0	2.0	0.0	0.05263157894736842	n/a	n/a
874	A3_rep-1_tau-1600_lambda-900_part-4	A3	1.6	0.9	0	n/a	7.0	2.0	2.0	3.0	2.3333333333333335	0.4714045207910317	0.0	2.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	318	3	30	66	0.20754716981132076	0.20754716981132076	0.4055506652868807	252	0.7924528301886793	24	19	23	0.21818181818181817	0.1792452830188679	0.22549019607843138	86	87	79	8	4	3	8	6	10	7	8	5	7	28	22	22	28	28	23	22	28	22	29	1.0	4.0	2.0	n/a	0.0136986301369863	0.02564102564102564	0.02247191011235955	n/a	1.3484848484848484	n/a	0.0	0.0	n/a	n/a	n/a	n/a	n/a	n/a
875	A3_rep-1_tau-1600_lambda-900_part-5	A3	1.6	0.9	0	n/a	8.0	1.0	3.0	4.0	2.6666666666666665	1.247219128924647	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	2.0	319	3	30	73	0.22884012539184953	0.22884012539184953	0.4200860892751534	246	0.7711598746081505	27	28	18	0.226890756302521	0.29473684210526313	0.17142857142857143	92	67	87	14	6	4	6	7	15	5	5	8	3	22	21	21	30	28	21	31	23	23	26	1.0	1.0	3.0	2.0	0.027777777777777776	0.010309278350515464	0.023076923076923078	0.05714285714285714	1.4794520547945205	n/a	0.7872340425531915	0.5	1.0	n/a	0.047619047619047616	n/a	n/a	n/a
876	A3_rep-1_tau-1600_lambda-900_part-6	A3	1.6	0.9	0	n/a	4.0	1.0	3.0	0.0	1.3333333333333333	1.247219128924647	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	329	3	30	71	0.21580547112462006	0.21580547112462006	0.41137995789452464	258	0.78419452887538	26	22	23	0.23853211009174313	0.22	0.19166666666666668	83	78	97	3	6	6	9	5	6	8	12	10	6	22	30	19	27	31	22	28	24	25	30	2.0	1.0	0.0	1.0	0.031746031746031744	0.008620689655172414	0.0	0.013333333333333334	1.5211267605633803	n/a	0.7692307692307693	0.25	0.0	n/a	0.0	n/a	n/a	n/a
877	A3_rep-1_tau-1600_lambda-900_part-7	A3	1.6	0.9	0	n/a	5.0	1.0	3.0	1.0	1.6666666666666667	0.9428090415820634	2.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	319	3	30	55	0.1724137931034483	0.1724137931034483	0.37773969483114905	264	0.8275862068965517	16	23	16	0.14678899082568808	0.22772277227722773	0.14678899082568808	93	78	93	2	5	6	8	5	2	6	7	9	5	12	31	19	28	31	26	30	29	27	31	2.0	1.0	2.0	0.0	0.024390243902439025	0.034482758620689655	0.012738853503184714	0.0	1.1636363636363636	n/a	0.7857142857142857	0.2	n/a	n/a	n/a	n/a	n/a	n/a
878	A3_rep-1_tau-1600_lambda-900_part-8	A3	1.6	0.9	0	n/a	6.0	2.0	3.0	1.0	2.0	0.816496580927726	2.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	314	3	30	64	0.20382165605095542	0.20382165605095542	0.40283791849278716	250	0.7961783439490446	21	21	22	0.20588235294117646	0.20588235294117646	0.2	81	81	88	5	9	10	5	8	11	6	6	3	1	10	27	26	20	28	19	30	23	32	35	3.0	1.0	1.0	1.0	0.036585365853658534	0.020833333333333332	0.017543859649122806	0.00847457627118644	1.453125	n/a	0.0	0.0	0.0	n/a	0.0	n/a	n/a	n/a
879	A3_rep-1_tau-1600_lambda-900_part-9	A3	1.6	0.9	0	n/a	7.0	1.0	2.0	4.0	2.3333333333333335	1.247219128924647	2.0	0.0	1.0	0.0	2.0	0.0	0.0	1.0	1.0	0.0	333	3	30	63	0.1891891891891892	0.1891891891891892	0.3916588309780929	270	0.8108108108108109	21	20	22	0.1926605504587156	0.17699115044247787	0.1981981981981982	88	93	89	3	6	8	8	5	5	10	5	10	3	18	30	28	28	26	31	26	25	25	33	3.0	1.0	2.0	1.0	0.02727272727272727	0.025	0.020618556701030927	0.011627906976744186	1.5555555555555556	n/a	0.0	0.0	n/a	n/a	n/a	n/a	n/a	n/a
880	A3_rep-1_tau-1700_lambda-100_part-0	A3	1.7	0.1	0	n/a	6.0	2.0	3.0	1.0	2.0	0.816496580927726	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	2.0	0.0	319	3	30	86	0.26959247648902823	0.26959247648902823	0.44374809645737184	233	0.7304075235109718	22	30	34	0.21782178217821782	0.2857142857142857	0.3008849557522124	79	75	79	4	10	10	14	7	12	7	12	6	4	21	26	26	22	26	24	21	21	14	32	1.0	0.0	1.0	1.0	0.020833333333333332	0.0	0.014925373134328358	0.011627906976744186	1.6046511627906976	n/a	0.08	0.16666666666666666	1.0	2.0	0.017543859649122806	0.1111111111111111	n/a	n/a
881	A3_rep-1_tau-1700_lambda-100_part-1	A3	1.7	0.1	0	n/a	7.0	3.0	2.0	2.0	2.3333333333333335	0.4714045207910317	2.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	332	3	30	85	0.2560240963855422	0.2560240963855422	0.43643528552983524	247	0.7439759036144579	30	23	32	0.2727272727272727	0.21100917431192662	0.2831858407079646	80	86	81	8	7	11	15	8	11	10	6	6	3	21	23	25	21	27	20	23	24	30	33	1.0	1.0	3.0	0.0	0.015151515151515152	0.021739130434782608	0.02654867256637168	0.0	1.6941176470588235	n/a	0.10204081632653061	0.14285714285714285	2.0	n/a	0.043478260869565216	n/a	n/a	n/a
